LAC,CI,LAC-CI,latitude,longtitude
10015,19707,10015-19707,23.1199,113.5175
10015,19708,10015-19708,23.1199,113.5175
10015,19747,10015-19747,23.10531,113.47831
10015,19748,10015-19748,23.10531,113.47831
10015,19749,10015-19749,23.10531,113.47831
10015,20377,10015-20377,23.12463,113.54639
10015,20378,10015-20378,23.12463,113.54639
10015,20379,10015-20379,23.12463,113.54639
10015,20897,10015-20897,23.1199,113.5175
10015,20898,10015-20898,23.1199,113.5175
10015,22241,10015-22241,23.1053,113.4783
10015,22528,10015-22528,23.1112,113.50528
10015,23751,10015-23751,23.1206,113.50645
10015,24721,10015-24721,23.10647,113.54094
10015,24722,10015-24722,23.10647,113.54094
10015,24723,10015-24723,23.10647,113.54094
10015,24817,10015-24817,23.11171,113.54012
10015,24818,10015-24818,23.11171,113.54012
10015,24819,10015-24819,23.11171,113.54012
10015,24828,10015-24828,23.09711,113.53542
10015,24829,10015-24829,23.09711,113.53542
10015,24838,10015-24838,23.09711,113.53542
10015,28634,10015-28634,23.12099,113.5532
10015,28635,10015-28635,23.12099,113.5532
10015,30577,10015-30577,23.12384,113.53574
10015,30578,10015-30578,23.12384,113.53574
10015,30609,10015-30609,23.1135,113.53734
10015,30617,10015-30617,23.10389,113.5389
10015,30657,10015-30657,23.10698,113.54108
10015,30664,10015-30664,23.1265,113.537
10015,30665,10015-30665,23.1265,113.537
10015,30666,10015-30666,23.1265,113.537
10015,30701,10015-30701,23.11171,113.54012
10015,30702,10015-30702,23.11171,113.54012
10015,30703,10015-30703,23.11171,113.54012
10015,30857,10015-30857,23.11713,113.52042
10015,31294,10015-31294,23.11192,113.53817
10015,32117,10015-32117,23.11511,113.53796
10015,32121,10015-32121,23.11511,113.53796
10015,33641,10015-33641,23.10042,113.53896
10015,33642,10015-33642,23.10042,113.53896
10015,33643,10015-33643,23.10042,113.53896
10015,33644,10015-33644,23.10042,113.53896
10015,33645,10015-33645,23.10042,113.53896
10015,33646,10015-33646,23.10042,113.53896
10015,35074,10015-35074,23.10753,113.47485
10015,35075,10015-35075,23.10753,113.47485
10015,35076,10015-35076,23.10753,113.47485
10015,35181,10015-35181,23.11884,113.54897
10015,35182,10015-35182,23.11883,113.54897
10015,35183,10015-35183,23.11883,113.54897
10015,35184,10015-35184,23.11883,113.54897
10015,35977,10015-35977,23.12463,113.54639
10015,35978,10015-35978,23.12463,113.54639
10015,35979,10015-35979,23.12463,113.54639
10015,36201,10015-36201,23.11695,113.48291
10015,36203,10015-36203,23.11695,113.48291
10015,36647,10015-36647,23.12301,113.54282
10015,38344,10015-38344,23.12505,113.5316
10015,38345,10015-38345,23.12505,113.5316
10015,38704,10015-38704,23.12011,113.54149
10015,38827,10015-38827,23.12377,113.49944
10015,38828,10015-38828,23.12377,113.49944
10015,38829,10015-38829,23.12377,113.49944
10015,39014,10015-39014,23.11367,113.54007
10015,39511,10015-39511,23.10561,113.52699
10015,40137,10015-40137,23.09897,113.53661
10015,41271,10015-41271,23.11328,113.52362
10015,41791,10015-41791,23.12808,113.50404
10015,42104,10015-42104,23.12124,113.52003
10015,42105,10015-42105,23.12124,113.52003
10015,44891,10015-44891,23.09755,113.53835
10015,44892,10015-44892,23.09755,113.53835
10015,44893,10015-44893,23.09755,113.53835
10015,45464,10015-45464,23.11445,113.54244
10015,45465,10015-45465,23.11445,113.54244
10015,45466,10015-45466,23.11445,113.54244
10015,45501,10015-45501,23.11764,113.54313
10015,45511,10015-45511,23.1112,113.50528
10015,45512,10015-45512,23.1112,113.50528
10015,45513,10015-45513,23.1112,113.50528
10015,45542,10015-45542,23.11764,113.54313
10015,45543,10015-45543,23.11764,113.54313
10015,46941,10015-46941,23.11764,113.54313
10015,48561,10015-48561,23.10647,113.54094
10015,49497,10015-49497,23.10043,113.53896
10015,50494,10015-50494,23.10557,113.53229
10015,50495,10015-50495,23.10557,113.53229
10015,50496,10015-50496,23.10557,113.53229
10015,51027,10015-51027,23.11703,113.53899
10015,51032,10015-51032,23.1265,113.537
10015,51033,10015-51033,23.09711,113.53542
10015,51045,10015-51045,23.10112,113.54207
10015,51046,10015-51046,23.09711,113.53542
10015,52934,10015-52934,23.10573,113.52175
10015,55604,10015-55604,23.12589,113.52266
10015,55605,10015-55605,23.12589,113.52266
10015,55606,10015-55606,23.12589,113.52266
10015,56424,10015-56424,23.09967,113.49498
10015,56425,10015-56425,23.09967,113.49498
10015,56787,10015-56787,23.11092,113.54521
10015,56788,10015-56788,23.11092,113.54521
10015,56789,10015-56789,23.11092,113.54521
10015,59557,10015-59557,23.10021,113.47725
10015,59558,10015-59558,23.10021,113.47725
10015,59559,10015-59559,23.10021,113.47725
10015,65401,10015-65401,23.09711,113.53542
10015,691,10015-691,23.11764,113.54313
10015,692,10015-692,23.11764,113.54313
10015,693,10015-693,23.11764,113.54313
10015,694,10015-694,23.1265,113.537
10015,695,10015-695,23.1265,113.537
10015,696,10015-696,23.1265,113.537
10015,704,10015-704,23.10557,113.53229
10015,705,10015-705,23.10557,113.53229
10015,706,10015-706,23.10557,113.53229
10016,11807,10016-11807,23.093435,113.39267
10016,11808,10016-11808,23.093435,113.39267
10016,11809,10016-11809,23.093435,113.39267
10016,12427,10016-12427,23.051828,113.335575
10016,15761,10016-15761,23.075,113.34444
10016,15762,10016-15762,23.075,113.34444
10016,15763,10016-15763,23.075,113.34444
10016,17244,10016-17244,23.095481,113.38025
10016,17245,10016-17245,23.095481,113.38025
10016,17246,10016-17246,23.095481,113.38025
10016,17617,10016-17617,23.06745,113.33957
10016,17618,10016-17618,23.06745,113.33957
10016,17619,10016-17619,23.06745,113.33957
10016,19134,10016-19134,23.07917,113.34968
10016,20331,10016-20331,23.093772,113.402356
10016,20334,10016-20334,23.08006,113.36729
10016,20584,10016-20584,23.0513,113.33535
10016,20585,10016-20585,23.0513,113.33535
10016,20967,10016-20967,23.06745,113.33957
10016,20968,10016-20968,23.06745,113.33957
10016,21211,10016-21211,23.080797,113.373893
10016,21954,10016-21954,23.092143,113.383942
10016,21955,10016-21955,23.092143,113.383942
10016,23384,10016-23384,23.09638,113.39252
10016,23584,10016-23584,23.07139,113.34528
10016,24908,10016-24908,23.09638,113.39252
10016,24909,10016-24909,23.09638,113.39252
10016,24912,10016-24912,23.093772,113.402356
10016,24913,10016-24913,23.093772,113.402356
10016,24918,10016-24918,23.09638,113.39252
10016,24919,10016-24919,23.09638,113.39252
10016,24922,10016-24922,23.092143,113.383942
10016,24923,10016-24923,23.092143,113.383942
10016,24941,10016-24941,23.080797,113.373893
10016,24942,10016-24942,23.080797,113.373893
10016,24943,10016-24943,23.080797,113.373893
10016,24944,10016-24944,23.08006,113.36729
10016,24945,10016-24945,23.08006,113.36729
10016,24946,10016-24946,23.08006,113.36729
10016,24947,10016-24947,23.08006,113.36729
10016,26038,10016-26038,23.07139,113.34528
10016,26039,10016-26039,23.07139,113.34528
10016,26047,10016-26047,23.075,113.34444
10016,26048,10016-26048,23.075,113.34444
10016,26049,10016-26049,23.075,113.34444
10016,26058,10016-26058,23.07139,113.34528
10016,26949,10016-26949,23.05121,113.33767
10016,32724,10016-32724,23.092143,113.383942
10016,33787,10016-33787,23.09803,113.38101
10016,33788,10016-33788,23.09803,113.38101
10016,33791,10016-33791,23.06982,113.33128
10016,33792,10016-33792,23.06982,113.33128
10016,33804,10016-33804,23.07505,113.34134
10016,33805,10016-33805,23.07505,113.34134
10016,33806,10016-33806,23.07505,113.34134
10016,33877,10016-33877,23.095481,113.38025
10016,33951,10016-33951,23.05474,113.33306
10016,33952,10016-33952,23.05474,113.33306
10016,44597,10016-44597,23.096172,113.379895
10016,45067,10016-45067,23.07538,113.35526
10016,45068,10016-45068,23.07538,113.35526
10016,45069,10016-45069,23.07538,113.35526
10016,45347,10016-45347,23.07713,113.36821
10016,45348,10016-45348,23.07713,113.36821
10016,45751,10016-45751,23.08006,113.36729
10016,46267,10016-46267,23.07791,113.37147
10016,46268,10016-46268,23.07791,113.37147
10016,46269,10016-46269,23.07791,113.37147
10016,47701,10016-47701,23.080797,113.373893
10016,47702,10016-47702,23.080797,113.373893
10016,49437,10016-49437,23.08006,113.36729
10016,49438,10016-49438,23.08006,113.36729
10016,51127,10016-51127,23.06923,113.34902
10016,51128,10016-51128,23.06923,113.34902
10016,51129,10016-51129,23.06923,113.34902
10016,51295,10016-51295,23.09638,113.39252
10016,51296,10016-51296,23.07139,113.34528
10016,51298,10016-51298,23.05121,113.33767
10016,51299,10016-51299,23.08422,113.36959
10016,51305,10016-51305,23.079723,113.374713
10016,51306,10016-51306,23.093772,113.402356
10016,51308,10016-51308,23.09638,113.39252
10016,51315,10016-51315,23.092143,113.383942
10016,51316,10016-51316,23.07139,113.34528
10016,51322,10016-51322,23.051828,113.335575
10016,52814,10016-52814,23.08441,113.37376
10016,52815,10016-52815,23.08441,113.37376
10016,52816,10016-52816,23.08441,113.37376
10016,57604,10016-57604,23.06982,113.33128
10017,10587,10017-10587,23.12471,113.30097
10017,10588,10017-10588,23.12471,113.30097
10017,14584,10017-14584,23.12432,113.29464
10017,14585,10017-14585,23.12432,113.29464
10017,14586,10017-14586,23.12432,113.29464
10017,14587,10017-14587,23.12432,113.29464
10017,14588,10017-14588,23.12432,113.29464
10017,14589,10017-14589,23.12432,113.29464
10017,15582,10017-15582,23.12697,113.29858
10017,20807,10017-20807,23.12217,113.3045
10017,20808,10017-20808,23.12217,113.3045
10017,20809,10017-20809,23.12217,113.3045
10017,20811,10017-20811,23.12217,113.3045
10017,20814,10017-20814,23.12217,113.3045
10017,20815,10017-20815,23.12217,113.3045
10017,20816,10017-20816,23.12217,113.3045
10017,20817,10017-20817,23.12217,113.3045
10017,24357,10017-24357,23.12013,113.2953
10017,24358,10017-24358,23.12013,113.2953
10017,24359,10017-24359,23.12013,113.2953
10017,24361,10017-24361,23.12655,113.30238
10017,24362,10017-24362,23.12655,113.30238
10017,24363,10017-24363,23.12655,113.30238
10017,24394,10017-24394,23.12013,113.2953
10017,24395,10017-24395,23.12013,113.2953
10017,24396,10017-24396,23.12013,113.2953
10017,24401,10017-24401,23.12655,113.30238
10017,24402,10017-24402,23.12655,113.30238
10017,24403,10017-24403,23.12655,113.30238
10017,24404,10017-24404,23.12315,113.29971
10017,24407,10017-24407,23.12345,113.30137
10017,24411,10017-24411,23.12536,113.30139
10017,24464,10017-24464,23.12345,113.29716
10017,24591,10017-24591,23.12219,113.30543
10017,24592,10017-24592,23.12219,113.30543
10017,24593,10017-24593,23.12219,113.30543
10017,24621,10017-24621,23.12276,113.30393
10017,24631,10017-24631,23.12214,113.30329
10017,25577,10017-25577,23.1225,113.30406
10017,27317,10017-27317,23.12161,113.28912
10017,27384,10017-27384,23.11939,113.28958
10017,27941,10017-27941,23.12056,113.29195
10017,27942,10017-27942,23.12056,113.29195
10017,27943,10017-27943,23.12056,113.29195
10017,28004,10017-28004,23.12056,113.29195
10017,28005,10017-28005,23.12056,113.29195
10017,28006,10017-28006,23.12056,113.29195
10017,28658,10017-28658,23.12219,113.30543
10017,28659,10017-28659,23.12219,113.30543
10017,28841,10017-28841,23.12407,113.30491
10017,28842,10017-28842,23.12407,113.30491
10017,28854,10017-28854,23.12361,113.30568
10017,29704,10017-29704,23.12237,113.29931
10017,29705,10017-29705,23.12237,113.29931
10017,29706,10017-29706,23.12237,113.29931
10017,29751,10017-29751,23.12237,113.29931
10017,29752,10017-29752,23.12237,113.29931
10017,29753,10017-29753,23.12237,113.29931
10017,32327,10017-32327,23.12284,113.30106
10017,33214,10017-33214,23.12828,113.30515
10017,33215,10017-33215,23.12828,113.30515
10017,33216,10017-33216,23.12828,113.30515
10017,34827,10017-34827,23.12356,113.29816
10017,35094,10017-35094,23.12857,113.3019
10017,35137,10017-35137,23.12352,113.29729
10017,37574,10017-37574,23.11855,113.29149
10017,37575,10017-37575,23.11855,113.29149
10017,37576,10017-37576,23.11855,113.29149
10017,37577,10017-37577,23.11855,113.29149
10017,37578,10017-37578,23.11855,113.29149
10017,37579,10017-37579,23.11855,113.29149
10017,37771,10017-37771,23.12161,113.28912
10017,37787,10017-37787,23.12161,113.28912
10017,38187,10017-38187,23.12135,113.28798
10017,38188,10017-38188,23.12135,113.28798
10017,38189,10017-38189,23.12135,113.28798
10017,38211,10017-38211,23.12079,113.28735
10017,38697,10017-38697,23.12233,113.30028
10017,38921,10017-38921,23.12219,113.30282
10017,38922,10017-38922,23.12219,113.30282
10017,40094,10017-40094,23.12389,113.30144
10017,40097,10017-40097,23.12262,113.30146
10017,40544,10017-40544,23.11951,113.30253
10017,42171,10017-42171,23.11887,113.29015
10017,42172,10017-42172,23.11887,113.29015
10017,42173,10017-42173,23.11887,113.29015
10017,50204,10017-50204,23.12119,113.28853
10017,50863,10017-50863,23.12161,113.28912
10017,50878,10017-50878,23.12161,113.28912
10017,50879,10017-50879,23.12161,113.28912
10017,50882,10017-50882,23.1248,113.30424
10017,53188,10017-53188,23.12344,113.29716
10017,53189,10017-53189,23.12344,113.29716
10017,53191,10017-53191,23.12344,113.29716
10017,54677,10017-54677,23.12582,113.30544
10017,54678,10017-54678,23.12582,113.30544
10017,54679,10017-54679,23.12582,113.30544
10017,55437,10017-55437,23.12635,113.30398
10021,12217,10021-12217,23.58597,113.41597
10021,12218,10021-12218,23.58597,113.41597
10021,12219,10021-12219,23.58597,113.41597
10021,12257,10021-12257,23.54524,113.47525
10021,12258,10021-12258,23.54524,113.47525
10021,12259,10021-12259,23.54524,113.47525
10021,12260,10021-12260,23.54524,113.47525
10021,15944,10021-15944,23.50084,113.44889
10021,15945,10021-15945,23.50084,113.44889
10021,16367,10021-16367,23.54523,113.43353
10021,16368,10021-16368,23.54523,113.43353
10021,16369,10021-16369,23.54523,113.43353
10021,2560,10021-2560,23.51166,113.46056
10021,28877,10021-28877,23.4151,113.2574
10021,28878,10021-28878,23.41516,113.2574
10021,48006,10021-48006,23.56558,113.42288
10021,48067,10021-48067,23.57306,113.46278
10021,48354,10021-48354,23.54324,113.49603
10021,52001,10021-52001,23.57306,113.46278
10022,19898,10022-19898,22.9625,113.48
10022,19899,10022-19899,22.9625,113.48
10022,26987,10022-26987,22.9781,113.5061
10022,26988,10022-26988,22.9781,113.5061
10022,26989,10022-26989,22.9781,113.5061
10022,28837,10022-28837,22.97306,113.48584
10022,28838,10022-28838,22.97306,113.48584
10023,26954,10023-26954,23.12163,113.57214
10023,26955,10023-26955,23.12163,113.57214
10023,26956,10023-26956,23.12163,113.57214
10023,28624,10023-28624,23.12305,113.59945
10023,28625,10023-28625,23.12305,113.59945
10026,11564,10026-11564,23.20503,113.36903
10026,12321,10026-12321,23.232265,113.35421
10026,12441,10026-12441,23.23624,113.33789
10026,12667,10026-12667,23.22432,113.33646
10026,13304,10026-13304,23.21589,113.37284
10026,13305,10026-13305,23.21589,113.37284
10026,13817,10026-13817,23.24003,113.3368
10026,13818,10026-13818,23.24003,113.3368
10026,13819,10026-13819,23.24003,113.3368
10026,13904,10026-13904,23.21589,113.37284
10026,14447,10026-14447,23.24183,113.36695
10026,14448,10026-14448,23.24183,113.36695
10026,14449,10026-14449,23.24183,113.36695
10026,16067,10026-16067,23.24402,113.37463
10026,16077,10026-16077,23.23337,113.33403
10026,16078,10026-16078,23.23337,113.33403
10026,16079,10026-16079,23.23337,113.33403
10026,16081,10026-16081,23.23337,113.33403
10026,16082,10026-16082,23.23337,113.33403
10026,16083,10026-16083,23.23337,113.33403
10026,16091,10026-16091,23.23325,113.34281
10026,16092,10026-16092,23.23325,113.34281
10026,16093,10026-16093,23.23325,113.34281
10026,16094,10026-16094,23.24495,113.3422
10026,16095,10026-16095,23.24495,113.3422
10026,16096,10026-16096,23.24495,113.3422
10026,16097,10026-16097,23.24495,113.3422
10026,16098,10026-16098,23.24495,113.3422
10026,16099,10026-16099,23.24495,113.3422
10026,16101,10026-16101,23.24495,113.3422
10026,16227,10026-16227,23.21808,113.33023
10026,16228,10026-16228,23.21808,113.33023
10026,16229,10026-16229,23.21808,113.33023
10026,16231,10026-16231,23.21808,113.33023
10026,16232,10026-16232,23.21808,113.33023
10026,16233,10026-16233,23.21808,113.33023
10026,16237,10026-16237,23.21797,113.3229
10026,16238,10026-16238,23.21797,113.3229
10026,16239,10026-16239,23.21797,113.3229
10026,16247,10026-16247,23.20908,113.33214
10026,16248,10026-16248,23.20908,113.33214
10026,16249,10026-16249,23.20908,113.33214
10026,16251,10026-16251,23.20908,113.33214
10026,16252,10026-16252,23.20908,113.33214
10026,16253,10026-16253,23.20908,113.33214
10026,16327,10026-16327,23.21306,113.33806
10026,16328,10026-16328,23.21306,113.33806
10026,16329,10026-16329,23.21306,113.33806
10026,16651,10026-16651,23.21589,113.37284
10026,19301,10026-19301,23.24814,113.34119
10026,19302,10026-19302,23.24814,113.34119
10026,19961,10026-19961,23.21308,113.33813
10026,20514,10026-20514,23.21797,113.3229
10026,20784,10026-20784,23.20864,113.35963
10026,20785,10026-20785,23.20864,113.35963
10026,20786,10026-20786,23.20864,113.35963
10026,20991,10026-20991,23.23325,113.34281
10026,20992,10026-20992,23.23325,113.34281
10026,21564,10026-21564,23.24004,113.33678
10026,22000,10026-22000,23.21589,113.37284
10026,24291,10026-24291,23.24814,113.34119
10026,24292,10026-24292,23.24814,113.34119
