serviceType, lac-cid, lat, long, attributes
10050, 10026-26488,23.217040,113.359880, 1756
10050, 9500-29047,23.093090,113.276580, 1524
10050, 10015-36201,23.116950,113.482910, 1405
10050, 9422-56024,23.204400,113.363060, 1284
10050, 10322-16183,23.309190,113.348690, 1170
8005, 9730-41177,23.076550,113.494810, 18154
8005, 10027-12357,0.000000,0.000000, 7618
8005, 9736-19851,0.000000,0.000000, 6034
8005, 9435-21414,0.000000,0.000000, 4878
8005, 9742-65410,0.000000,0.000000, 4596
8005, 10312-16692,23.127873,113.234707, 3902
8005, 9455-34378,0.000000,0.000000, 3872
8005, 10026-26731,23.215890,113.372840, 3797
8005, 10316-27392,23.127440,113.262940, 3549
8005, 10008-27026,0.000000,0.000000, 3404
8006, 10308-51787,0.000000,0.000000, 7177485
8006, 9430-50572,0.000000,0.000000, 489196
8006, 10021-57521,0.000000,0.000000, 289166
8006, 10041-21004,23.185410,113.247780, 111367
8006, 9426-13488,23.114390,113.351840, 76544
8006, 9432-22813,0.000000,0.000000, 65132
8006, 9746-38625,0.000000,0.000000, 59709
8006, 9470-22997,23.142120,113.334300, 56692
8006, 9747-13152,23.206490,113.314080, 35069
8006, 10038-47818,0.000000,0.000000, 32963
8010, 9467-17732,23.113790,113.232030, 296820
8010, 10035-14643,23.232560,113.278610, 269380
8010, 10311-17169,23.084250,113.294140, 38560
8010, 9664-12237,0.000000,0.000000, 31292
8010, 10300-23562,0.000000,0.000000, 16505
8010, 9453-27504,23.137720,113.266710, 15794
8010, 10307-46881,0.000000,0.000000, 12768
8010, 10021-45247,0.000000,0.000000, 9456
8010, 9475-59401,23.177370,113.441580, 9194
8010, 10314-12182,23.070560,113.308490, 7505
8013, 9462-35452,23.085360,113.251234, 100018
8013, 9496-35010,0.000000,0.000000, 33887
8013, 10004-42045,23.173690,113.311840, 28492
8013, 10309-47897,0.000000,0.000000, 15878
8013, 9731-12611,23.205090,113.285440, 5863
8013, 9459-14113,23.143970,113.338500, 5777
8013, 10037-17319,0.000000,0.000000, 5037
8013, 9743-41212,0.000000,0.000000, 4189
8013, 9743-34338,0.000000,0.000000, 3850
8013, 10038-12183,23.142910,113.511880, 3654
8014, 9739-10629,0.000000,0.000000, 156842
8014, 10031-39313,0.000000,0.000000, 31260
8014, 9455-22537,0.000000,0.000000, 30321
8014, 9448-22836,23.286390,113.298130, 23277
8014, 10317-28012,23.165170,113.252860, 18948
8014, 9459-17071,23.131750,113.351690, 16361
8014, 10328-43221,0.000000,0.000000, 12490
8014, 9453-10248,23.133930,113.269960, 11426
8014, 10314-19163,23.092000,113.312840, 7587
8014, 9469-11179,23.098220,113.317310, 6020
10065, 9747-13194,23.204170,113.324170, 25136
10065, 10299-14255,23.120310,113.365700, 14466
10065, 10315-54288,23.153070,113.256760, 3906
10065, 10317-14859,23.158140,113.249790, 3416
10065, 10040-51786,23.177550,113.503790, 2387
10065, 9451-42425,23.139540,113.279030, 1878
10065, 10314-25323,23.089410,113.318160, 1752
10065, 9459-46241,0.000000,0.000000, 1618
10065, 10333-24274,0.000000,0.000000, 1172
10065, 10315-54295,23.148550,113.260800, 1020
10068, 9739-12002,0.000000,0.000000, 270049
10068, 9422-26725,23.198300,113.355620, 48817
10068, 9481-50812,0.000000,0.000000, 23595
10068, 9488-23514,23.131640,113.306200, 22386
10068, 9729-35141,23.162370,113.342110, 20457
10068, 10317-16858,23.162430,113.259410, 18729
10068, 10027-25946,0.000000,0.000000, 17216
10068, 9736-46821,0.000000,0.000000, 16683
10068, 9452-27802,23.122540,113.277360, 15633
10068, 10010-52513,23.088560,113.344650, 12908
7003, 9743-36028,0.000000,0.000000, 2282569
7003, 9495-23244,23.134060,113.328140, 169053
7003, 10037-65446,0.000000,0.000000, 61824
7003, 10033-35624,23.160910,113.404650, 27924
7003, 9438-19207,23.097440,113.300820, 10842
7003, 9492-21124,23.107150,113.285150, 7228
7003, 9425-52054,0.000000,0.000000, 6691
7003, 9445-45524,0.000000,0.000000, 5065
7003, 10035-10585,23.234410,113.261790, 4636
7003, 9450-18907,23.144860,113.282030, 4461
10083, 10009-41604,0.000000,0.000000, 288722
10083, 9510-20973,23.253720,113.307970, 134169
10083, 9746-13409,23.179180,113.215930, 130028
10083, 9429-41828,0.000000,0.000000, 53412
10083, 10038-54901,23.144070,113.504990, 18214
10083, 9464-59912,23.403210,113.456120, 6033
10083, 10319-16118,23.279120,113.375630, 5020
10083, 10309-25773,0.000000,0.000000, 4000
10083, 10034-22237,23.142370,113.406390, 3597
10083, 10326-32642,0.000000,0.000000, 3513
10088, 10322-16196,23.310560,113.329040, 1361175
10088, 10308-25807,0.000000,0.000000, 461011
10088, 9435-10741,0.000000,0.000000, 240740
10088, 9506-10359,23.584480,113.608580, 206377
10088, 10026-26507,23.215890,113.372840, 187414
10088, 9745-46536,0.000000,0.000000, 49494
10088, 10038-45472,23.134650,113.535450, 10357
10088, 10323-18559,0.000000,0.000000, 10191
10088, 10042-46232,23.139200,113.366910, 4838
10088, 9435-29337,0.000000,0.000000, 4458
10089, 10037-24054,0.000000,0.000000, 104808
10089, 10309-65429,0.000000,0.000000, 13518
10089, 9741-18624,0.000000,0.000000, 3808
10089, 10026-16079,23.233370,113.334030, 2908
10089, 9441-38408,0.000000,0.000000, 1998
10089, 10017-20807,23.122170,113.304500, 1028
10089, 10022-22597,0.000000,0.000000, 784
10089, 9482-854,23.107800,113.273300, 408
10089, 9437-52252,23.135570,113.251010, 408
10089, 10323-36663,0.000000,0.000000, 338
10092, 9434-36351,0.000000,0.000000, 216338
10092, 10324-13074,23.562780,113.612500, 17627
10092, 9479-22957,23.152780,113.317500, 8648
10092, 9481-43817,0.000000,0.000000, 8454
10092, 10303-13208,0.000000,0.000000, 3454
10092, 9509-28965,23.107100,113.407020, 2954
10092, 10016-51322,23.051828,113.335575, 2465
10092, 9483-46028,23.121140,113.421220, 2306
10092, 9488-56507,23.134030,113.302650, 2202
10092, 9495-23244,23.134060,113.328140, 2142
10098, 9495-43937,23.137660,113.320780, 333086
10098, 9429-22081,0.000000,0.000000, 79968
10098, 9495-23244,23.134060,113.328140, 39164
10098, 9736-19864,0.000000,0.000000, 32966
10098, 9461-32301,0.000000,0.000000, 32334
10098, 9495-30927,23.136360,113.323310, 31008
10098, 10300-27601,0.000000,0.000000, 24154
10098, 10310-24052,0.000000,0.000000, 21126
10098, 10310-24079,0.000000,0.000000, 20634
10098, 10308-27033,23.281530,113.760420, 13530
6004, 10040-25104,23.183260,113.444550, 410135
6004, 9462-18079,23.079140,113.270750, 171439
6004, 9448-16267,23.297080,113.264340, 168960
6004, 9999-26256,23.165980,113.308620, 167373
6004, 9500-41071,23.093880,113.268230, 117161
6004, 10322-49858,23.305200,113.339510, 72947
6004, 9439-34027,23.175970,113.256320, 34436
6004, 10313-41834,23.111700,113.248000, 25055
6004, 9484-53734,0.000000,0.000000, 21638
6004, 10323-36831,0.000000,0.000000, 21218
10101, 10323-36663,0.000000,0.000000, 50395
10101, 10308-18575,0.000000,0.000000, 24072
10101, 10023-41325,0.000000,0.000000, 7848
10101, 10314-19178,23.063910,113.306550, 1752
10101, 9472-33701,23.124540,113.320520, 740
10101, 9473-12061,0.000000,0.000000, 612
10101, 10038-34948,0.000000,0.000000, 480
10101, 10306-1071,0.000000,0.000000, 416
10101, 9492-21124,23.107150,113.285150, 310
10101, 9455-22545,0.000000,0.000000, 306
10108, 9500-32045,23.090688,113.269184, 210359
10108, 10007-58341,0.000000,0.000000, 119106
10108, 10310-15015,0.000000,0.000000, 72879
10108, 9472-50232,0.000000,0.000000, 68358
10108, 10308-18476,0.000000,0.000000, 47968
10108, 9508-27197,23.126230,113.269900, 29663
10108, 9728-58784,23.167430,113.242250, 19158
10108, 10325-25703,23.154490,113.360280, 12779
10108, 10009-29027,23.129430,113.279200, 9084
10108, 9496-20291,0.000000,0.000000, 8085
10110, 9664-40601,0.000000,0.000000, 245712
10110, 9743-34337,0.000000,0.000000, 99041
10110, 10031-65500,0.000000,0.000000, 81160
10110, 10041-28192,23.189650,113.255960, 73394
10110, 10009-18987,23.120830,113.237200, 26504
10110, 9483-50497,0.000000,0.000000, 21049
10110, 10320-43781,23.220280,113.260630, 13040
10110, 9500-24583,23.086450,113.282140, 10928
10110, 10325-31991,23.166700,113.374320, 8172
10110, 9466-21912,23.167050,113.336630, 7980
10114, 9452-27757,23.126160,113.283090, 510398
10114, 9422-14921,23.198300,113.355620, 122558
10114, 10009-19004,23.090290,113.228220, 91795
10114, 9431-50299,0.000000,0.000000, 49030
10114, 10313-52684,23.112480,113.252210, 48593
10114, 10039-51014,23.444350,113.486940, 46740
10114, 9741-65438,0.000000,0.000000, 29911
10114, 10035-18123,23.232080,113.264370, 15230
10114, 10041-13954,23.183000,113.257040, 13462
10114, 9431-25202,0.000000,0.000000, 13058
6025, 10327-32347,23.152340,113.303310, 45367
6025, 9731-14959,23.211470,113.278980, 15180
6025, 9731-18259,23.188480,113.272970, 14217
6025, 10006-17813,0.000000,0.000000, 12242
6025, 9458-15486,23.065626,113.225997, 9097
6025, 9496-61462,0.000000,0.000000, 7421
6025, 9447-25767,0.000000,0.000000, 6930
6025, 9448-26748,23.294170,113.236940, 6808
6025, 9447-56948,0.000000,0.000000, 6765
6025, 10042-14962,23.134920,113.367090, 5308
6029, 10317-14825,23.162680,113.250780, 391700
6029, 9745-25123,0.000000,0.000000, 329211
6029, 10317-14783,23.168180,113.247890, 74316
6029, 9692-51668,0.000000,0.000000, 71085
6029, 10327-31828,23.148930,113.305570, 57938
6029, 9467-21135,23.105070,113.216040, 53760
6029, 10005-30054,23.099900,113.270000, 42206
6029, 10323-12129,0.000000,0.000000, 30429
6029, 10323-36663,0.000000,0.000000, 21048
6029, 10038-34948,0.000000,0.000000, 20960
6031, 9425-40539,23.178670,113.409860, 34054
6031, 10324-35467,23.554270,113.594760, 3539
6031, 10311-19217,23.073890,113.302700, 2007
6031, 9500-24572,23.086450,113.282140, 690
6031, 10027-48481,0.000000,0.000000, 408
6031, 9447-25761,23.003610,113.350830, 322
6031, 9508-37769,23.126600,113.278130, 310
6031, 9453-31031,23.134260,113.267340, 310
6031, 10322-26782,23.341330,113.370560, 113
6031, 10313-15894,23.114660,113.255830, 113
6040, 10307-59381,0.000000,0.000000, 3232179
6040, 10035-45805,23.228680,113.257560, 1571027
6040, 10040-55752,0.000000,0.000000, 569630
6040, 9448-41094,23.302810,113.225950, 472662
6040, 10329-54604,0.000000,0.000000, 98416
6040, 10007-16391,0.000000,0.000000, 44705
6040, 10041-11711,23.189410,113.252230, 12204
6040, 10006-32047,0.000000,0.000000, 11784
6040, 10009-19035,0.000000,0.000000, 8174
6040, 9441-22101,0.000000,0.000000, 6222
6043, 9746-65406,23.153780,113.201700, 914846
6043, 10299-14243,23.126310,113.366690, 260834
6043, 10306-41867,0.000000,0.000000, 232016
6043, 9427-51746,0.000000,0.000000, 208286
6043, 9437-16927,23.134530,113.245780, 186431
6043, 10311-19249,23.075280,113.288280, 163361
6043, 9438-52418,23.090600,113.303220, 106708
6043, 10316-27416,23.123610,113.264330, 98486
6043, 10027-50235,0.000000,0.000000, 97497
6043, 10023-41794,0.000000,0.000000, 87430
6049, 9453-27746,23.134100,113.279000, 199290
6049, 10026-20785,23.208640,113.359630, 154623
6049, 9430-20027,23.257770,113.262450, 94909
6049, 10032-52892,0.000000,0.000000, 75287
6049, 10323-32156,0.000000,0.000000, 51587
6049, 10035-47763,0.000000,0.000000, 46025
6049, 10333-34047,0.000000,0.000000, 12141
6049, 10316-49382,23.125750,113.258780, 8160
6049, 10302-51106,23.060710,113.522450, 7647
6049, 10323-38925,0.000000,0.000000, 5617
4010, 10004-51143,0.000000,0.000000, 1747537
4010, 10318-54166,23.181310,113.226660, 341540
4010, 9441-18548,23.040840,113.366670, 230241
4010, 9452-30918,23.131580,113.286880, 219953
4010, 9484-1803,23.119090,113.277730, 218661
4010, 10022-12076,0.000000,0.000000, 174619
4010, 10037-32917,0.000000,0.000000, 140494
4010, 9458-65445,23.054440,113.208650, 103420
4010, 10022-19898,22.962500,113.480000, 78484
4010, 10018-30342,0.000000,0.000000, 35554
4011, 9434-36336,0.000000,0.000000, 177822
4011, 10027-13145,0.000000,0.000000, 38149
4011, 10333-24321,0.000000,0.000000, 22916
4011, 10004-36688,23.185800,113.329260, 11498
4011, 10042-25757,23.135420,113.370720, 8753
4011, 10318-54166,23.181310,113.226660, 6202
4011, 9508-48938,23.129250,113.278770, 5736
4011, 9692-22673,0.000000,0.000000, 4882
4011, 10035-28395,23.239610,113.274260, 4586
4011, 10009-37184,23.142690,113.228300, 4116
4016, 9451-27655,23.136280,113.280080, 95280
4016, 10315-29781,23.146880,113.251800, 49855
4016, 9455-31861,0.000000,0.000000, 47516
4016, 10037-65410,0.000000,0.000000, 24988
4016, 9508-39727,0.000000,0.000000, 24966
4016, 9740-57936,0.000000,0.000000, 22742
4016, 10312-16727,23.123840,113.232450, 19814
4016, 10016-33791,23.069820,113.331280, 4634
4016, 9454-28663,23.093677,113.289301, 3472
4016, 10015-55604,23.125890,113.522660, 3326
3002, 9510-15783,23.261140,113.318720, 12071
3002, 9739-22046,0.000000,0.000000, 11214
3002, 10027-27381,0.000000,0.000000, 4189
3002, 10316-27415,23.123610,113.264330, 970
3002, 9473-44691,0.000000,0.000000, 920
3002, 9432-58294,0.000000,0.000000, 816
3002, 9510-20973,23.253720,113.307970, 736
3002, 9423-25404,23.121120,113.309160, 564
3002, 9729-15065,23.154870,113.348420, 412
3002, 10307-34592,0.000000,0.000000, 392
3003, 9675-39384,0.000000,0.000000, 2810305
3003, 9495-23171,23.135000,113.321950, 382824
3003, 10299-48877,23.131620,113.370060, 219386
3003, 9454-31737,23.093180,113.293140, 109459
3003, 9692-44283,0.000000,0.000000, 32488
3003, 9489-37268,23.123310,113.251030, 14556
3003, 10010-53371,0.000000,0.000000, 14138
3003, 10022-19911,0.000000,0.000000, 9901
3003, 9692-36435,0.000000,0.000000, 8583
3003, 10311-19549,23.083890,113.281700, 6384
24001, 10032-39153,0.000000,0.000000, 985032
24001, 10308-15294,0.000000,0.000000, 754080
24001, 10018-34401,0.000000,0.000000, 445717
24001, 9462-30808,23.073900,113.272000, 440550
24001, 10032-48576,0.000000,0.000000, 386984
24001, 9474-14258,23.136920,113.330640, 253860
24001, 10041-10591,23.186330,113.245610, 240332
24001, 10010-53345,0.000000,0.000000, 237666
24001, 10038-50536,0.000000,0.000000, 232931
24001, 9475-25212,23.176150,113.464420, 183888
24002, 9479-30101,23.153540,113.343110, 1306264
24002, 9442-24702,0.000000,0.000000, 686057
24002, 10027-12135,0.000000,0.000000, 457824
24002, 9488-13061,23.137480,113.307490, 132804
24002, 10042-33267,23.130780,113.373790, 123348
24002, 9742-21982,0.000000,0.000000, 93561
24002, 10300-23561,0.000000,0.000000, 79221
24002, 9438-19209,23.097440,113.300820, 73407
24002, 9429-22027,0.000000,0.000000, 29365
24002, 9452-56091,0.000000,0.000000, 27755
24003, 10010-19143,23.081229,113.324978, 1479906
24003, 9482-45215,23.107808,113.273302, 539380
24003, 9479-30077,23.154140,113.320730, 502110
24003, 10009-19024,23.127780,113.260000, 406125
24003, 10314-18099,23.085140,113.311110, 214949
24003, 9480-51833,23.092390,113.355360, 176070
24003, 9474-31215,23.136890,113.334050, 136890
24003, 9479-30101,23.153540,113.343110, 97794
24003, 10327-19994,23.148230,113.313860, 29544
24003, 9452-25764,23.128900,113.281080, 24594
24006, 9439-16158,23.177570,113.254210, 321396
24006, 10004-18089,23.186470,113.313950, 222832
24006, 9448-22881,23.297770,113.301880, 125126
24006, 9449-22408,23.380010,113.322050, 49958
24006, 9495-30267,23.137820,113.316370, 45459
24006, 10018-34403,0.000000,0.000000, 39348
24006, 9470-53248,23.147590,113.324820, 22521
24006, 9692-22673,0.000000,0.000000, 16704
24006, 9477-12054,0.000000,0.000000, 12287
24006, 9500-32124,23.089720,113.269790, 10266
3024, 9740-43701,0.000000,0.000000, 19256
3024, 9438-32307,23.101660,113.293890, 6156
3024, 9492-28725,23.107150,113.285150, 5556
3024, 10317-29797,23.163560,113.251970, 4928
3024, 10313-11311,23.110230,113.246790, 4278
3024, 9422-19768,23.201550,113.364880, 3450
3024, 9464-22349,23.335830,113.520270, 2834
3024, 10329-20421,23.151720,113.267960, 2156
3024, 9475-39534,23.165630,113.440730, 2068
3024, 10013-65526,23.221600,113.201880, 1712
2001, 10009-19034,23.136100,113.258100, 187330
2001, 9427-35667,0.000000,0.000000, 148205
2001, 9664-22719,0.000000,0.000000, 135519
2001, 9434-36292,0.000000,0.000000, 121518
2001, 10333-53278,0.000000,0.000000, 117404
2001, 9438-31046,23.091310,113.295580, 65550
2001, 9426-15133,23.127380,113.352920, 59592
2001, 9452-50603,0.000000,0.000000, 58814
2001, 9442-33378,0.000000,0.000000, 10440
2001, 10022-15597,0.000000,0.000000, 8091
2008, 9425-25184,23.199150,113.419830, 21813
2008, 9731-45993,23.219130,113.288360, 1424
2008, 9454-31115,23.092502,113.291612, 1012
2008, 10299-14358,23.120310,113.365700, 712
2008, 10324-28262,23.553520,113.582780, 534
2008, 10305-13334,23.253950,113.273290, 356
2008, 9489-21601,23.127510,113.251100, 320
2008, 10010-52015,23.088878,113.341340, 178
2008, 9664-55445,0.000000,0.000000, 0
2008, 9457-55782,0.000000,0.000000, 0
2024, 10316-50804,23.123610,113.264330, 35077195
2024, 9461-54489,0.000000,0.000000, 14558935
2024, 10323-36014,0.000000,0.000000, 14148854
2024, 10023-41325,0.000000,0.000000, 7282615
2024, 9745-32881,0.000000,0.000000, 3281585
2024, 10043-18797,23.150690,113.298630, 919138
2024, 10315-38742,23.152730,113.260420, 399140
2024, 10307-47128,0.000000,0.000000, 217269
2024, 10006-12205,0.000000,0.000000, 127785
2024, 9467-16721,23.127688,113.228654, 57410
2025, 9462-33767,23.075970,113.256760, 187446
2025, 9496-51126,0.000000,0.000000, 67858
2025, 10313-34156,23.111040,113.246120, 25648
2025, 9454-32034,23.095110,113.284490, 17729
2025, 9692-13483,0.000000,0.000000, 17648
2025, 10317-39202,23.164390,113.249460, 15140
2025, 10312-16767,23.127095,113.242631, 10740
2025, 10333-33891,0.000000,0.000000, 3939
2025, 10021-24859,0.000000,0.000000, 712
2025, 10323-36867,0.000000,0.000000, 534
